CUADRANTE,MUNICIPIO,SECTOR,HOMICIDIO DOLOSO,LESIONES POR ARMA DE FUEGO,ROBO A BORDO DE METRO C.V.,ROBO A BORDO DE METRO S.V.,ROBO A BORDO DE MICROBUS C.V.,ROBO A BORDO DE MICROBUS S.V.,ROBO A BORDO DE TAXI C.V.,ROBO A CASA HABITACION C.V.,ROBO A CUENTAHABIENTE C.V.,ROBO A NEGOCIO C.V.,ROBO A REPARTIDOR C.V.,ROBO A REPARTIDOR S.V.,ROBO A TRANSEUNTE C.V.,ROBO A TRANSEUNTE S.V.,ROBO A TRANSPORTISTA C.V.,ROBO A TRANSPORTISTA S.V.,ROBO DE VEHICULO AUTOMOTOR C.V.,ROBO DE VEHICULO AUTOMOTOR S.V.,SECUESTRO,VIOLACION
O-3.6.9,IZTAPALAPA,TEOTONGO,1,0,0,0,0,0,0,0,0,7,3,0,11,2,11,2,2,5,0,6
O-3.6.9,IZTAPALAPA,TEOTONGO,1,1,0,0,0,0,0,1,0,2,2,0,12,0,12,0,1,4,0,1
O-3.6.9,IZTAPALAPA,TEZONCO,0,1,0,18,4,3,0,0,2,10,3,1,27,7,27,7,10,11,0,4
O-3.6.9,IZTAPALAPA,TEZONCO,1,1,0,0,0,1,0,4,0,8,5,0,25,1,25,1,6,19,0,3
O-3.6.9,IZTAPALAPA,TEZONCO,1,1,0,0,0,1,0,0,0,1,4,0,13,2,13,2,0,8,1,1
O-3.6.9,IZTAPALAPA,TEZONCO,3,1,0,0,5,3,0,3,1,3,12,1,20,6,20,6,3,15,0,4
O-3.6.9,IZTAPALAPA,TEZONCO,1,0,0,0,5,2,0,0,0,6,0,0,9,0,9,0,2,13,0,2
O-3.6.9,IZTAPALAPA,TEZONCO,3,3,0,0,3,0,0,3,0,16,9,1,19,3,19,3,4,7,0,3
O-3.6.9,IZTAPALAPA,TEZONCO,6,0,0,0,0,0,0,0,0,4,0,1,17,2,17,2,3,6,0,4
O-3.6.9,IZTAPALAPA,TEZONCO,1,0,0,0,0,1,0,1,0,8,6,0,11,2,11,2,3,11,0,5
O-3.6.9,IZTAPALAPA,TEZONCO,4,5,0,0,6,6,0,3,1,8,16,3,32,5,32,5,8,11,0,13
O-3.6.9,IZTAPALAPA,TEZONCO,3,0,0,0,5,2,1,2,3,5,2,0,41,7,41,7,3,15,0,4
O-3.6.9,IZTAPALAPA,TEZONCO,2,1,0,0,1,0,0,2,1,1,6,1,23,4,23,4,3,16,0,8
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,1,1,0,0,0,3,1,1,0,7,0,0,4,2,4,2,2,7,0,1
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,0,2,0,0,0,0,1,0,0,3,2,0,10,2,10,2,2,3,0,1
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,2,0,0,0,0,0,1,0,0,1,1,1,7,2,7,2,2,7,0,5
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,1,2,0,0,0,0,0,0,1,1,1,1,7,1,7,1,3,5,0,3
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,1,2,0,0,0,1,0,1,0,2,1,0,7,2,7,2,1,6,0,8
O-3.6.9,MAGDALENA CONTRERAS,DINAMO,0,0,0,0,0,0,1,1,0,1,2,0,5,0,5,0,3,1,0,2
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,2,1,0,0,0,1,0,0,0,3,0,0,5,1,5,1,0,7,0,1
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,1,2,0,3
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,2,1,0,0,0,0,0,0,0,5,1,0,6,0,6,0,4,1,0,1
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,2,0,0,0,1,0,0,1,0,1,0,0,4,0,4,0,0,1,0,0
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,0,0,2,0,0,3,0,3,0,0,6,0,1
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,2,1,0,0,1,0,0,2,2,2,2,1,0,0,0
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,0,1,2,0,0
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,0,0,0,1,0,1,1,0,2,1,0,6,1,6,1,1,4,0,2
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,0,0,0,0,0,0,0,0,0,1,1,9,2,9,2,2,2,0,3
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,0,0,0,0,0,0,0,1,0,6,2,0,12,2,12,2,4,9,0,2
O-3.6.9,MAGDALENA CONTRERAS,SAN JERONIMO,1,1,0,0,0,0,0,3,0,3,2,0,9,1,9,1,5,6,0,5
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,1,0,1,0,0,0,6,3,6,3,0,3,0,3
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,0,1
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,1,0,0
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,CHAPULTEPEC,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,1,0,0,0,1,1,0,0,2,0,2,0,1,5,0,1
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,2,0,1,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,6,0,0,0,0,1,1,0,0,8,3,8,3,0,4,0,2
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,1,0,1,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,1,0,0,0,0,0,1,0,3,2,3,2,0,0,0,1
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,1,0,1,0,1,2,2,2,2,0,2,0,1
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,1,0,0,2,0,0,8,0,8,0,0,1,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,1,4,0,0,0,0,1,0,0,0,7,3,7,3,0,5,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,6,0,1
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,3,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,5,0,1,4,1,4,1,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,0,1,0,2
O-3.6.9,MIGUEL HIDALGO,POLANCO-CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,SOTELO,2,0,0,0,0,0,0,0,2,8,0,0,12,3,12,3,1,6,1,0
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,1,0,0,0,1,1,0,3,4,3,4,0,6,0,0
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,3,0,2,0,0,2,0,0,4,4,4,4,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,0,2,0,0
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,0,0,0,0,2,1,1,16,1,16,1,0,4,0,3
O-3.6.9,MIGUEL HIDALGO,SOTELO,4,1,0,0,0,0,1,2,0,10,8,0,23,4,23,4,1,4,0,3
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,1,0,1,0,2,0,2,5,3,5,3,0,5,0,1
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,1,0,0,0,0,0,1,1,5,2,5,2,0,4,0,0
O-3.6.9,MIGUEL HIDALGO,SOTELO,0,0,0,0,0,0,0,0,0,0,0,1,6,3,6,3,0,2,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBA,2,1,1,5,0,0,1,1,0,3,2,0,18,1,18,1,1,2,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBA,1,0,0,0,0,0,0,1,0,6,5,0,20,2,20,2,0,2,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,4,0,0,0,0,0,6,2,1,22,1,22,1,0,3,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,0,0,1,0,0,7,1,0,22,1,22,1,1,4,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,2,0,2,0,0,0,0,0,1,1,0,14,1,14,1,0,2,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,2,0,0,0,0,0,2,0,0,9,2,9,2,0,0,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,1,0,0,0,0,1,2,2,3,16,4,16,4,2,3,0,2
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,1,0,3,0,2,5,1,0,20,4,20,4,2,8,0,2
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,1,0,1,0,0,4,2,0,8,0,8,0,1,6,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,4,0,0,1,1,0,2,1,0,9,0,9,0,0,0,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBA,2,2,0,0,2,1,0,0,0,4,1,1,12,3,12,3,3,4,0,3
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,0,0,0,0,2,0,4,2,0,23,1,23,1,2,2,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBA,2,0,0,1,0,0,1,0,0,4,3,0,21,1,21,1,1,2,0,4
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,0,0,1,0,0,4,0,0,10,4,10,4,2,5,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,0,0,0,0,2,0,3,1,0,14,3,14,3,0,3,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,1,0,0,1,1,2,1,0,12,0,12,0,3,4,0,3
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,0,0,1,1,0,0,0,4,4,0,17,5,17,5,0,5,0,2
O-3.6.9,MIGUEL HIDALGO,TACUBA,1,0,0,0,1,2,0,1,3,6,2,0,14,3,14,3,1,1,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,1,2,19,0,0,1,1,0,15,1,1,49,13,49,13,1,4,0,2
O-3.6.9,MIGUEL HIDALGO,TACUBA,1,1,0,3,0,0,1,0,0,4,3,0,19,3,19,3,0,1,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBA,0,0,0,0,0,0,0,0,0,2,2,0,9,2,9,2,0,0,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,1,0,0,0,0,0,0,1,0,2,0,1,12,1,12,1,1,8,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,1,0,0,6,0,6,0,0,4,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,2,1,0,6,1,6,1,0,13,0,3
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,1,2,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,2,0,0,0,0,0,1,0,1,4,3,1,17,0,17,0,1,2,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,0,0,0,0,3,0,0,3,0,13,0,13,0,1,3,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,1,0,0,1,1,0,0,0,4,0,0,12,0,12,0,1,0,0,1
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,3,0,0,0,0,0,0,0,0,10,3,10,3,1,6,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,1,0,0,2,0,0,1,0,0,6,1,6,1,1,8,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,0,1,0,0,0,0,1,2,0,0,7,1,7,1,0,1,0,0
O-3.6.9,MIGUEL HIDALGO,TACUBAYA,0,0,1,27,0,3,0,0,3,6,4,0,52,16,52,16,2,7,0,5
O-3.6.9,MILPA ALTA,MILPA ALTA,3,1,0,0,2,0,0,2,1,2,0,2,11,5,11,5,7,14,0,9
O-3.6.9,MILPA ALTA,MILPA ALTA,2,0,0,0,1,0,0,0,0,2,0,0,2,1,2,1,2,2,0,6
O-3.6.9,MILPA ALTA,MILPA ALTA,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,7,2,0,6
O-3.6.9,MILPA ALTA,MILPA ALTA,2,1,0,0,0,0,0,0,0,1,0,0,2,1,2,1,2,0,0,2
O-3.6.9,MILPA ALTA,MILPA ALTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
O-3.6.9,MILPA ALTA,TECOMITL,0,0,0,0,0,1,0,0,0,0,0,0,6,2,6,2,1,3,0,0
O-3.6.9,MILPA ALTA,TECOMITL,1,1,0,0,0,1,0,0,0,0,1,0,9,5,9,5,0,2,0,1
O-3.6.9,MILPA ALTA,TECOMITL,1,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,3,5,0,0
O-3.6.9,MILPA ALTA,TECOMITL,3,0,0,0,2,0,0,0,0,0,0,0,7,0,7,0,5,4,0,1
O-3.6.9,TLAHUAC,MIXQUIC,6,0,0,0,2,0,1,2,1,3,2,0,8,2,8,2,2,11,0,2
O-3.6.9,TLAHUAC,MIXQUIC,1,1,0,0,0,0,0,1,1,1,0,1,4,1,4,1,6,6,0,2
O-3.6.9,TLAHUAC,MIXQUIC,3,1,0,0,2,0,0,1,0,1,2,0,16,2,16,2,8,5,0,7
O-3.6.9,TLAHUAC,MIXQUIC,0,1,0,0,0,0,0,1,0,2,0,0,6,2,6,2,5,8,0,1
O-3.6.9,TLAHUAC,MIXQUIC,1,2,0,0,3,1,1,1,0,6,0,0,16,3,16,3,3,11,0,4
O-3.6.9,TLAHUAC,MIXQUIC,1,1,0,0,3,1,0,1,0,1,0,0,13,2,13,2,1,11,0,6
O-3.6.9,TLAHUAC,MIXQUIC,1,0,0,0,6,3,0,2,5,11,2,0,18,4,18,4,8,10,0,3
O-3.6.9,TLAHUAC,MIXQUIC,4,3,0,0,3,1,0,2,2,1,2,1,15,3,15,3,5,12,0,1
O-3.6.9,TLAHUAC,MIXQUIC,2,3,0,0,4,0,1,3,0,0,0,1,18,1,18,1,12,28,0,8
O-3.6.9,TLAHUAC,MIXQUIC,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,5,4,0,0
O-3.6.9,TLAHUAC,ZAPOTITLA,2,1,0,0,3,0,1,1,2,6,0,0,13,5,13,5,2,12,0,4
O-3.6.9,TLAHUAC,ZAPOTITLA,0,0,0,0,1,0,0,0,2,1,2,1,4,0,4,0,1,18,0,1
O-3.6.9,TLAHUAC,ZAPOTITLA,1,1,0,0,5,2,0,1,2,3,4,1,8,1,8,1,4,11,0,1
O-3.6.9,TLAHUAC,ZAPOTITLA,2,0,0,0,1,0,0,0,0,4,1,0,6,4,6,4,5,2,0,3
O-3.6.9,TLAHUAC,ZAPOTITLA,2,1,0,0,2,3,0,1,0,1,0,1,1,0,1,0,3,2,0,2
O-3.6.9,TLAHUAC,ZAPOTITLA,1,0,0,0,4,0,0,1,0,6,3,2,16,1,16,1,5,17,0,9
O-3.6.9,TLAHUAC,ZAPOTITLA,4,0,0,0,0,2,0,2,0,9,1,0,14,2,14,2,5,21,0,7
O-3.6.9,TLAHUAC,ZAPOTITLA,3,1,0,0,2,0,0,1,0,5,1,0,10,1,10,1,3,10,0,4
O-3.6.9,TLAHUAC,ZAPOTITLA,1,2,0,0,1,1,1,0,0,4,2,0,12,0,12,0,10,9,0,5
O-3.6.9,TLAHUAC,ZAPOTITLA,4,1,0,0,3,2,0,0,0,1,4,0,9,0,9,0,4,21,0,6
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,1,1,0,0,0,0,2,3,1,3,1,0,13,0,1
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,0,0,1,0,0,0,9,1,9,1,0,8,0,2
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,2,0,0,2,0,0,0,3,0,3,0,1,2,0,0
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,3,0,0
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,5,0,0
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,0,0,0,4,0,2,3,1,3,1,3,14,0,0
O-3.6.9,TLALPAN,COAPA,0,1,0,0,0,2,0,0,2,4,0,1,4,1,4,1,0,5,0,0
O-3.6.9,TLALPAN,COAPA,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,1,6,0,1
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,2,0,1,5,1,0,8,2,8,2,4,2,0,3
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,2,1,1,0,1
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1
O-3.6.9,TLALPAN,COAPA,1,1,0,0,0,1,0,0,1,1,0,0,3,1,3,1,0,3,0,0
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,1,1,0,0,2,0,0,10,1,10,1,1,13,0,0
O-3.6.9,TLALPAN,COAPA,0,0,0,0,1,1,0,0,0,0,0,0,3,1,3,1,0,8,0,1
O-3.6.9,TLALPAN,COAPA,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6,0,0
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,1,0,0,0,1,0,0,3,3,3,3,0,2,0,1
O-3.6.9,TLALPAN,COAPA,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,1,2,1,0,0
O-3.6.9,TLALPAN,FUENTE,0,1,0,0,0,3,0,0,0,1,0,0,2,1,2,1,1,5,0,1
O-3.6.9,TLALPAN,FUENTE,7,2,0,0,1,0,1,4,1,2,6,0,15,1,15,1,15,14,0,6
O-3.6.9,TLALPAN,FUENTE,2,0,0,0,0,1,0,2,0,7,1,1,17,5,17,5,2,9,0,7
O-3.6.9,TLALPAN,FUENTE,0,1,0,0,1,0,0,1,0,0,0,0,16,1,16,1,1,7,0,1
O-3.6.9,TLALPAN,FUENTE,0,0,0,0,0,1,0,1,0,9,0,0,29,7,29,7,7,19,0,1
O-3.6.9,TLALPAN,FUENTE,2,0,0,0,0,0,0,0,0,1,3,0,25,3,25,3,5,6,0,6
O-3.6.9,TLALPAN,FUENTE,5,0,0,0,0,0,0,0,0,1,0,0,3,0,3,0,1,4,0,3
O-3.6.9,TLALPAN,FUENTE,1,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,1,0,0,0
O-3.6.9,TLALPAN,FUENTE,3,0,0,0,0,0,1,2,0,2,4,1,8,0,8,0,2,3,0,2
O-3.6.9,TLALPAN,FUENTE,1,1,0,0,0,0,0,0,0,1,2,0,5,0,5,0,2,0,0,2
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,1,0,0,0,0,0,1,0,0,1,0,0,7,1,7,1,1,2,0,4
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,3,0,0,0,0,0,0,0,3,3,0,10,3,10,3,4,3,0,5
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,2,0,0,0,0,1,1,1,8,2,2,16,3,16,3,6,4,0,9
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,0,0,0,0,1,0,1,0,1,2,0,8,1,8,1,7,7,0,4
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,2,0,0,0,0,0,0,2,0,1,3,0,7,1,7,1,8,10,0,2
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,4,5,0,0,1,0,0,1,1,11,1,1,34,3,34,3,22,22,2,9
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,1,0,0,0,0,1,0,2,1,3,2,0,7,1,7,1,3,5,0,2
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,1,0,0,0,0,0,0,0,1,0,0,5,0,5,0,0,1,0,1
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,6,0,0
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,2,0,0,0,7,0,0,2,4,2,0,15,11,15,11,3,19,0,6
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,1,0,0,0,0,1,2,0,2,0,1,11,3,11,3,1,4,0,3
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,1,0,0,0,0,1,0,1,1,1,2,0,7,5,7,5,0,6,0,0
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,0,0,0,0,0,0,0,1,2,0,0,8,3,8,3,3,3,0,0
O-3.6.9,TLALPAN,HUIPULCO-HOSPITALES,0,1,0,0,0,1,1,0,1,8,2,0,2,1,2,1,3,4,0,3
O-3.6.9,TLALPAN,PADIERNA,1,0,0,0,0,1,0,0,0,1,0,0,6,0,6,0,2,4,0,1
O-3.6.9,TLALPAN,PADIERNA,1,1,0,0,0,3,1,0,2,4,0,1,7,3,7,3,4,8,0,1
O-3.6.9,TLALPAN,PADIERNA,1,0,0,0,0,0,0,1,0,10,2,0,7,0,7,0,13,9,0,3
O-3.6.9,TLALPAN,PADIERNA,0,0,0,0,1,1,0,0,0,6,0,0,12,5,12,5,2,9,0,2
O-3.6.9,TLALPAN,PADIERNA,2,1,0,0,2,0,0,0,0,3,0,0,3,0,3,0,4,2,0,1
O-3.6.9,TLALPAN,PADIERNA,0,1,0,0,0,0,0,1,0,8,0,0,9,1,9,1,1,3,0,2
O-3.6.9,TLALPAN,PADIERNA,1,1,0,0,0,1,0,2,0,10,3,0,19,0,19,0,2,7,0,6
O-3.6.9,TLALPAN,PADIERNA,2,2,0,0,0,0,2,3,0,8,1,2,13,1,13,1,9,17,0,7
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,0,0,0,0,1,0,0,0,1,0,1,7,0,7,0,1,6,0,4
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,2,0,0,0,1,2,0,0,0,4,4,1,7,4,7,4,4,4,0,3
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,0,0,0,0,0,0,0,0,3,0,0,4,1,4,1,2,2,0,0
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,1,2,20,1,1,0,0,1,5,0,0,28,10,28,10,2,5,0,2
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,1,0,2,3,2,0,0,1,2,0,0,15,5,15,5,3,7,0,0
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,0,0,2,0,0,0,0,0,1,0,0,4,3,4,3,0,2,0,0
O-3.6.9,VENUSTIANO CARRANZA,ARENAL,0,2,0,5,1,0,0,0,0,8,3,0,12,1,12,1,2,6,0,0
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,2,2,0,14,0,1,0,0,0,4,3,3,55,67,55,67,0,3,0,2
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,1,0,0,6,0,1,0,0,1,2,2,1,37,6,37,6,0,1,0,3
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,5,0,0,1,0,0,0,0,0,1,1,1,26,5,26,5,3,10,0,6
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,0,0,0,1,0,0,0,0,0,0,1,0,8,0,8,0,0,3,0,0
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,0,0,1,24,0,0,0,0,1,0,0,0,8,6,8,6,1,2,0,1
O-3.6.9,VENUSTIANO CARRANZA,CONGRESO,2,0,0,5,1,0,1,1,0,2,2,0,14,2,14,2,2,5,0,1
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,5,5,1,0,0,0,0,1,0,1,5,0,24,1,24,1,3,6,0,3
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,7,6,0,0,0,0,0,0,0,3,5,0,14,1,14,1,0,5,0,2
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,2,0,0,0,0,0,0,0,1,6,2,0,9,2,9,2,4,3,0,0
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,0,1,0,0,0,0,1,2,0,9,6,2,16,2,16,2,5,10,0,2
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,5,3,1,2,0,0,0,1,0,7,2,2,14,1,14,1,1,4,0,1
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,0,0,0,0,0,0,0,0,0,5,0,0,9,0,9,0,4,0,0,2
O-3.6.9,VENUSTIANO CARRANZA,CONSULADO,1,0,1,2,0,0,1,1,0,5,1,0,11,3,11,3,0,5,0,0
O-3.6.9,VENUSTIANO CARRANZA,MERCED-BALBUENA,0,0,0,1,0,0,0,0,1,6,0,0,10,0,10,0,0,1,0,1
